"appid","name","release_date","release_month","is_free","platform_windows","platform_mac","platform_linux","list_price_usd","current_price_usd","discount_percent","price_currency","total_reviews","positive_reviews","negative_reviews","positive_rate","review_score","review_score_desc","metadata_collected_at","review_collected_at","review_collection_date","metadata_collection_date","days_since_release","platform_segment","price_band","log1p_current_price","genre_action","genre_adventure","genre_casual","genre_early_access","genre_free_to_play","genre_game_development","genre_indie","genre_massively_multiplayer","genre_rpg","genre_racing","genre_simulation","genre_sports","genre_strategy","has_review","log1p_current_price_paid","z_log1p_paid_price_component","z_days_since_release"
3837300,"Against Tribulation",2025-08-06,"2025-08",0,1,0,0,2.99,2.99,0,"USD",6,3,3,0.5,0,"6 user reviews",2026-09-12 17:06:24.65535,2026-09-13 19:47:06.737197,2026-09-13,2026-09-12,403,"Windows only","$0.01-$4.99",1.38379123090177,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1.38379123090177,-0.766789128987195,1.11409032236846
3837330,"Power Grid Panic",2025-11-08,"2025-11",0,1,0,0,0.99,0.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:06:26.684383,2026-09-13 19:47:08.757956,2026-09-13,2026-09-12,309,"Windows only","$0.01-$4.99",0.688134638736401,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.688134638736401,-1.71573437006504,-0.696718217783968
3837380,"Majogami",2025-11-06,"2025-11",0,1,0,0,24.99,16.24,35,"USD",152,137,15,0.901315789473684,8,"Very Positive",2026-09-12 17:06:28.79402,2026-09-13 19:47:10.982456,2026-09-13,2026-09-12,311,"Windows only","$10.00-$19.99",2.84723226523555,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.84723226523555,1.22949096203643,-0.658190376504129
3837930,"Reincarnation Dungeon",2025-09-23,"2025-09",0,1,0,0,9.99,9.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:06:45.626281,2026-09-13 19:47:13.081747,2026-09-13,2026-09-12,355,"Windows only","$5.00-$9.99",2.39698576841553,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2.39698576841553,0.615309661548216,0.189422131652329
3837970,"Don't Let Me Fade",2025-07-15,"2025-07",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:06:47.690923,2026-09-13 19:47:15.29925,2026-09-13,2026-09-12,425,"Windows only","Free",,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,1.53789657644669
3838140,"Unicycle Sheep",2025-09-11,"2025-09",0,1,0,0,0.99,0.99,0,"USD",5,2,3,0.4,0,"5 user reviews",2026-09-12 17:06:54.239161,2026-09-13 19:47:17.449187,2026-09-13,2026-09-12,367,"Windows only","$0.01-$4.99",0.688134638736401,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0.688134638736401,-1.71573437006504,0.420589179331363
3838270,"Awurda First Wave",2025-10-31,"2025-10",0,1,0,0,2.99,2.99,0,"USD",2,2,0,1,0,"2 user reviews",2026-09-12 17:07:02.764159,2026-09-13 19:47:19.67526,2026-09-13,2026-09-12,317,"Windows only","$0.01-$4.99",1.38379123090177,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.38379123090177,-0.766789128987195,-0.542606852664612
3838470,"The Black Knight Chronicles - The Quest Beyond Destiny",2025-12-04,"2025-12",0,1,0,0,14.99,14.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:07:11.117655,2026-09-13 19:47:21.829181,2026-09-13,2026-09-12,283,"Windows only","$10.00-$19.99",2.77196352684586,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2.77196352684586,1.12681686694233,-1.19758015442187
3838660,"BPROOF",2025-10-05,"2025-10",0,1,0,0,9.99,9.99,0,"USD",4,3,1,0.75,0,"4 user reviews",2026-09-12 17:07:15.346787,2026-09-13 19:47:23.979137,2026-09-13,2026-09-12,343,"Windows only","$5.00-$9.99",2.39698576841553,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.39698576841553,0.615309661548216,-0.041744916026705
3838710,"H2My Park Game",2025-10-15,"2025-10",0,1,0,0,8.99,8.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:07:19.757053,2026-09-13 19:47:26.027056,2026-09-13,2026-09-12,333,"Windows only","$5.00-$9.99",2.30158459266046,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2.30158459266046,0.485172906221557,-0.2343841224259
3838900,"Prism",2025-07-31,"2025-07",0,1,0,0,4.99,4.99,0,"USD",2,2,0,1,0,"2 user reviews",2026-09-12 17:07:26.284808,2026-09-13 19:47:28.140903,2026-09-13,2026-09-12,409,"Windows only","$0.01-$4.99",1.79009141212736,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1.79009141212736,-0.212555002889199,1.22967384620798
3839060,"Children's Sandbox",2025-08-29,"2025-08",0,1,0,1,1.99,1.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:07:28.305783,2026-09-13 19:47:30.393657,2026-09-13,2026-09-12,380,"Windows + Linux","$0.01-$4.99",1.0952733874026,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0952733874026,-1.16035635402041,0.671020147650316
3839590,"逃离狮门外语学校 / Escape the School",2025-07-21,"2025-07",0,1,0,0,1.99,1.99,0,"USD",7,4,3,0.571428571428571,0,"7 user reviews",2026-09-12 17:07:47.63815,2026-09-13 19:47:32.650127,2026-09-13,2026-09-12,419,"Windows only","$0.01-$4.99",1.0952733874026,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1.0952733874026,-1.16035635402041,1.42231305260718
3839930,"三国.群英录",2025-07-17,"2025-07",1,1,1,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:08:02.725734,2026-09-13 19:47:34.68885,2026-09-13,2026-09-12,423,"Windows + macOS","Free",,0,0,0,0,1,0,0,0,1,0,1,0,1,0,,0,1.49936873516685
3840180,"You And I",2025-07-28,"2025-07",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:08:09.123404,2026-09-13 19:47:36.847444,2026-09-13,2026-09-12,412,"Windows only","Free",,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,1.28746560812774
3840250,"Long Black-Haired Schoolgirl Survival Simulation Game",2025-12-20,"2025-12",0,1,1,0,2.99,2.99,0,"USD",6,5,1,0.833333333333333,0,"6 user reviews",2026-09-12 17:08:11.317479,2026-09-13 19:47:38.90507,2026-09-13,2026-09-12,267,"Windows + macOS","$0.01-$4.99",1.38379123090177,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1.38379123090177,-0.766789128987195,-1.50580288466059
3840600,"TileGuesser",2025-08-15,"2025-08",0,1,0,0,2.99,2.99,0,"USD",3,2,1,0.666666666666667,0,"3 user reviews",2026-09-12 17:08:21.92627,2026-09-13 19:47:41.111343,2026-09-13,2026-09-12,394,"Windows only","$0.01-$4.99",1.38379123090177,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.38379123090177,-0.766789128987195,0.940715036609189
3840970,"Casey Noir and Carved Pumpkin's Latte",2025-10-01,"2025-10",1,1,1,1,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:08:28.328794,2026-09-13 19:47:43.339513,2026-09-13,2026-09-12,347,"Windows + macOS + Linux","Free",,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,0.0353107665329729
3841040,"Lilialette's Hustle: Getting My Hands Dirty to Save My Guild",2025-10-10,"2025-10",0,1,0,0,12.99,12.99,0,"USD",73,44,29,0.602739726027397,5,"Mixed",2026-09-12 17:08:30.550227,2026-09-13 19:47:45.546094,2026-09-13,2026-09-12,338,"Windows only","$10.00-$19.99",2.63834278867739,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2.63834278867739,0.944544801928764,-0.138064519226302
3841160,"Not a Dream Job",2025-08-25,"2025-08",0,1,0,0,0.99,0.99,0,"USD",5,5,0,1,0,"5 user reviews",2026-09-12 17:08:34.825095,2026-09-13 19:47:47.581449,2026-09-13,2026-09-12,384,"Windows only","$0.01-$4.99",0.688134638736401,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.688134638736401,-1.71573437006504,0.748075830209994
3841220,"Midnight Crane",2025-10-28,"2025-10",0,1,0,0,7.99,7.99,0,"USD",82,70,12,0.853658536585366,8,"Very Positive",2026-09-12 17:08:36.994088,2026-09-13 19:47:49.583851,2026-09-13,2026-09-12,320,"Windows only","$5.00-$9.99",2.19611284848353,0,1,1,0,0,0,1,0,0,0,1,0,0,1,2.19611284848353,0.341298887298887,-0.484815090744853
3841340,"Petmancer",2025-11-13,"2025-11",0,1,1,1,9.99,9.99,0,"USD",4,4,0,1,0,"4 user reviews",2026-09-12 17:08:45.518951,2026-09-13 19:47:51.578438,2026-09-13,2026-09-12,304,"Windows + macOS + Linux","$5.00-$9.99",2.39698576841553,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.39698576841553,0.615309661548216,-0.793037820983565
3841660,"Box Bunny",2025-10-21,"2025-10",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:08:55.886399,2026-09-13 19:47:53.777123,2026-09-13,2026-09-12,327,"Windows only","Free",,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,-0.349967646265417
3842370,"Zugaran",2025-11-10,"2025-11",0,1,0,0,4.99,4.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-12 17:09:15.314225,2026-09-13 19:47:56.004428,2026-09-13,2026-09-12,307,"Windows only","$0.01-$4.99",1.79009141212736,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,-0.735246059063807
3842380,"漂流、のち、座礁",2025-07-31,"2025-07",0,1,0,0,2.99,2.99,0,"USD",8,8,0,1,0,"8 user reviews",2026-09-12 17:09:17.386218,2026-09-13 19:47:58.061832,2026-09-13,2026-09-12,409,"Windows only","$0.01-$4.99",1.38379123090177,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.38379123090177,-0.766789128987195,1.22967384620798
3842700,"P1: Anchor Light",2025-09-10,"2025-09",0,1,0,0,7.99,7.99,0,"USD",5,4,1,0.8,0,"5 user reviews",2026-09-12 17:09:32.914223,2026-09-13 19:48:00.176858,2026-09-13,2026-09-12,368,"Windows only","$5.00-$9.99",2.19611284848353,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.19611284848353,0.341298887298887,0.439853099971282
3842770,"The Last Village",2025-10-29,"2025-10",0,1,0,0,2.99,2.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-12 17:09:37.148582,2026-09-13 19:48:02.290839,2026-09-13,2026-09-12,319,"Windows only","$0.01-$4.99",1.38379123090177,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1.38379123090177,-0.766789128987195,-0.504079011384773
3842980,"Tower of Ba*bel",2025-08-19,"2025-08",1,1,0,1,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:09:43.566067,2026-09-13 19:48:04.513555,2026-09-13,2026-09-12,390,"Windows + Linux","Free",,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0.863659354049511
3843120,"Valiants: Arena",2025-10-16,"2025-10",1,1,1,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:09:53.147875,2026-09-13 19:48:06.572001,2026-09-13,2026-09-12,332,"Windows + macOS","Free",,0,0,1,1,1,0,1,0,0,0,0,0,1,0,,0,-0.253648043065819
3843520,"The Temple of Elemental Evil",2025-12-10,"2025-12",0,1,0,0,9.99,6.69,33,"USD",356,254,102,0.713483146067416,6,"Mostly Positive",2026-09-12 17:10:08.224002,2026-09-13 19:48:08.672876,2026-09-13,2026-09-12,277,"Windows only","$5.00-$9.99",2.03992078351755,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.03992078351755,0.128237272684949,-1.31316367826139
3843530,"Forgotten Realms: Demon Stone",2025-08-12,"2025-08",0,1,0,0,9.99,6.69,33,"USD",127,89,38,0.700787401574803,6,"Mostly Positive",2026-09-12 17:10:10.455817,2026-09-13 19:48:10.926597,2026-09-13,2026-09-12,397,"Windows only","$5.00-$9.99",2.03992078351755,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2.03992078351755,0.128237272684949,0.998506798528947
3843570,"Combat Mission 3: Afrika Korps",2025-09-16,"2025-09",0,1,0,0,5.99,5.99,0,"USD",15,15,0,1,7,"Positive",2026-09-12 17:10:18.795881,2026-09-13 19:48:13.093174,2026-09-13,2026-09-12,362,"Windows only","$5.00-$9.99",1.94448055624572,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.94448055624572,-0.00195275282042951,0.324269576131765
3843730,"Infinite Canyon",2025-07-18,"2025-07",0,1,0,0,1.99,1.99,0,"USD",2,2,0,1,0,"2 user reviews",2026-09-12 17:10:20.89031,2026-09-13 19:48:15.221421,2026-09-13,2026-09-12,422,"Windows only","$0.01-$4.99",1.0952733874026,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0952733874026,-1.16035635402041,1.48010481452693
3843850,"The Black Pool: Arena Survivors",2025-10-21,"2025-10",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:10:24.989941,2026-09-13 19:48:17.305585,2026-09-13,2026-09-12,327,"Windows only","Free",,1,1,0,0,1,0,1,0,1,0,0,0,0,0,,0,-0.349967646265417
3844040,"Bank",2025-08-03,"2025-08",0,1,0,1,4.99,4.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:10:31.658836,2026-09-13 19:48:19.407442,2026-09-13,2026-09-12,406,"Windows + Linux","$0.01-$4.99",1.79009141212736,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.79009141212736,-0.212555002889199,1.17188208428822
3844180,"A Wild Last Boss Appeared! ~Black-Winged Survivor~",2025-10-05,"2025-10",0,1,0,0,23.99,23.99,0,"USD",11,11,0,1,7,"Positive",2026-09-12 17:10:38.055913,2026-09-13 19:48:21.548585,2026-09-13,2026-09-12,343,"Windows only","$20.00-$29.99",3.21847574484686,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.21847574484686,1.73590423724419,-0.041744916026705
3844490,"Wald-Guard",2025-12-25,"2025-12",0,1,0,0,3.99,3.99,0,"USD",3,3,0,1,0,"3 user reviews",2026-09-12 17:10:46.555413,2026-09-13 19:48:23.630851,2026-09-13,2026-09-12,262,"Windows only","$0.01-$4.99",1.60743590976343,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1.60743590976343,-0.461715395641907,-1.60212248786018
3844910,"Historic Helix",2025-10-10,"2025-10",0,1,0,0,6.99,6.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-12 17:11:01.464471,2026-09-13 19:48:25.806324,2026-09-13,2026-09-12,338,"Windows only","$5.00-$9.99",2.07819075977818,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2.07819075977818,0.18044135190692,-0.138064519226302
3845440,"Split Second VR Tactical Shooter",2025-09-15,"2025-09",0,1,0,0,9.99,9.99,0,"USD",48,19,29,0.395833333333333,4,"Mostly Negative",2026-09-12 17:11:05.869237,2026-09-13 19:48:28.001654,2026-09-13,2026-09-12,363,"Windows only","$5.00-$9.99",2.39698576841553,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2.39698576841553,0.615309661548216,0.343533496771685
3845600,"Living with a Little Fox Girl",2025-10-24,"2025-10",0,1,0,0,5.99,5.99,0,"USD",309,262,47,0.84789644012945,8,"Very Positive",2026-09-12 17:11:12.341033,2026-09-13 19:48:30.166097,2026-09-13,2026-09-12,324,"Windows only","$5.00-$9.99",1.94448055624572,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.94448055624572,-0.00195275282042951,-0.407759408185175
3845720,"Don't Look Behind You",2025-07-28,"2025-07",0,1,0,0,1.99,1.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-12 17:11:14.540499,2026-09-13 19:48:32.419251,2026-09-13,2026-09-12,412,"Windows only","$0.01-$4.99",1.0952733874026,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.0952733874026,-1.16035635402041,1.28746560812774
3846020,"Egg Finder",2025-08-05,"2025-08",0,1,0,0,1.99,1.99,0,"USD",6,6,0,1,0,"6 user reviews",2026-09-12 17:11:22.754166,2026-09-13 19:48:34.497798,2026-09-13,2026-09-12,404,"Windows only","$0.01-$4.99",1.0952733874026,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1.0952733874026,-1.16035635402041,1.13335424300838
3846030,"Forbidden Ground - Lair of Aooni -",2025-08-28,"2025-08",0,1,0,0,10.99,10.99,0,"USD",47,23,24,0.48936170212766,5,"Mixed",2026-09-12 17:11:24.787753,2026-09-13 19:48:36.552918,2026-09-13,2026-09-12,381,"Windows only","$10.00-$19.99",2.48407296903942,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.48407296903942,0.734105322398058,0.690284068290236
3846410,"Protocol Aegirum",2025-08-04,"2025-08",0,1,0,0,1.99,1.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:11:39.488233,2026-09-13 19:48:38.764836,2026-09-13,2026-09-12,405,"Windows only","$0.01-$4.99",1.0952733874026,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0952733874026,-1.16035635402041,1.1526181636483
3846450,"Pick 100 Bones",2025-10-01,"2025-10",0,1,0,0,1.99,1.99,0,"USD",3,1,2,0.333333333333333,0,"3 user reviews",2026-09-12 17:11:41.642504,2026-09-13 19:48:40.957405,2026-09-13,2026-09-12,347,"Windows only","$0.01-$4.99",1.0952733874026,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0952733874026,-1.16035635402041,0.0353107665329729
3846520,"Raptor",2025-11-03,"2025-11",0,1,0,0,8.99,8.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:11:43.800038,2026-09-13 19:48:43.136509,2026-09-13,2026-09-12,314,"Windows only","$5.00-$9.99",2.30158459266046,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2.30158459266046,0.485172906221557,-0.60039861458437
3846730,"Planetris",2025-09-10,"2025-09",0,1,0,0,0.99,0.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-12 17:11:50.16364,2026-09-13 19:48:45.314368,2026-09-13,2026-09-12,368,"Windows only","$0.01-$4.99",0.688134638736401,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.688134638736401,-1.71573437006504,0.439853099971282
3846760,"Protest Simulator",2025-07-31,"2025-07",0,1,1,0,2.99,2.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-12 17:11:52.347287,2026-09-13 19:48:47.431304,2026-09-13,2026-09-12,409,"Windows + macOS","$0.01-$4.99",1.38379123090177,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1.38379123090177,-0.766789128987195,1.22967384620798
3847210,"TANK 2025",2025-07-25,"2025-07",0,1,0,0,1.99,1.99,0,"USD",2,2,0,1,0,"2 user reviews",2026-09-12 17:12:11.601469,2026-09-13 19:48:49.567178,2026-09-13,2026-09-12,415,"Windows only","$0.01-$4.99",1.0952733874026,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0952733874026,-1.16035635402041,1.3452573700475
3847960,"Frontier Combat: Beginnings",2025-09-12,"2025-09",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:12:21.96588,2026-09-13 19:48:51.645912,2026-09-13,2026-09-12,366,"Windows only","Free",,1,1,0,0,1,0,1,0,1,0,0,0,1,0,,0,0.401325258691443
3848150,"Habanero",2025-08-08,"2025-08",0,1,1,0,0.99,0.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:12:26.866819,2026-09-13 19:48:53.656253,2026-09-13,2026-09-12,401,"Windows + macOS","$0.01-$4.99",0.688134638736401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.688134638736401,-1.71573437006504,1.07556248108863
3848270,"Yacht Dice Family",2025-07-22,"2025-07",0,1,0,0,1.99,1.99,0,"USD",2,2,0,1,0,"2 user reviews",2026-09-12 17:12:33.283231,2026-09-13 19:48:55.767105,2026-09-13,2026-09-12,418,"Windows only","$0.01-$4.99",1.0952733874026,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0952733874026,-1.16035635402041,1.40304913196726
3848430,"Square: Trial And Error",2025-09-12,"2025-09",0,1,0,0,3.99,3.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:12:37.465033,2026-09-13 19:48:57.854924,2026-09-13,2026-09-12,366,"Windows only","$0.01-$4.99",1.60743590976343,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.60743590976343,-0.461715395641907,0.401325258691443
3848510,"Clean Minesweeper",2025-08-03,"2025-08",0,1,0,0,1.99,1.99,0,"USD",32,30,2,0.9375,7,"Positive",2026-09-12 17:12:39.70084,2026-09-13 19:49:00.116305,2026-09-13,2026-09-12,406,"Windows only","$0.01-$4.99",1.0952733874026,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0952733874026,-1.16035635402041,1.17188208428822
3848570,"Supermarket Billionaire",2025-08-01,"2025-08",1,1,1,1,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:12:45.980001,2026-09-13 19:49:02.295457,2026-09-13,2026-09-12,408,"Windows + macOS + Linux","Free",,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,0,1.21040992556806
3848580,"Game Shop Simulator",2025-07-22,"2025-07",0,1,0,0,4.99,4.99,0,"USD",7,0,7,0,0,"7 user reviews",2026-09-12 17:12:48.127956,2026-09-13 19:49:04.46056,2026-09-13,2026-09-12,418,"Windows only","$0.01-$4.99",1.79009141212736,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.79009141212736,-0.212555002889199,1.40304913196726
3848660,"Perception: Heart and Mind",2025-08-28,"2025-08",0,1,1,1,4.99,4.99,0,"USD",12,12,0,1,7,"Positive",2026-09-12 17:12:54.25487,2026-09-13 19:49:06.654392,2026-09-13,2026-09-12,381,"Windows + macOS + Linux","$0.01-$4.99",1.79009141212736,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1.79009141212736,-0.212555002889199,0.690284068290236
3848860,"Freedom Bomber",2025-08-17,"2025-08",0,1,0,0,1.99,1.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:12:58.491151,2026-09-13 19:49:08.803288,2026-09-13,2026-09-12,392,"Windows only","$0.01-$4.99",1.0952733874026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0952733874026,-1.16035635402041,0.90218719532935
3849010,"Chess Commanders",2025-11-08,"2025-11",0,1,1,0,4.99,4.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-12 17:13:00.52555,2026-09-13 19:49:11.058749,2026-09-13,2026-09-12,309,"Windows + macOS","$0.01-$4.99",1.79009141212736,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1.79009141212736,-0.212555002889199,-0.696718217783968
3849090,"The Mind Snare",2025-08-08,"2025-08",0,1,0,0,5.99,5.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:13:02.765797,2026-09-13 19:49:13.1755,2026-09-13,2026-09-12,401,"Windows only","$5.00-$9.99",1.94448055624572,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.94448055624572,-0.00195275282042951,1.07556248108863
3850520,"Master of 4 Swords",2025-07-17,"2025-07",0,1,0,0,39.99,1.99,95,"USD",102,96,6,0.941176470588235,8,"Very Positive",2026-09-12 17:13:43.189043,2026-09-13 19:49:15.188365,2026-09-13,2026-09-12,423,"Windows only","$0.01-$4.99",1.0952733874026,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1.0952733874026,-1.16035635402041,1.49936873516685
3851020,"Where Is My Pocket?",2025-07-27,"2025-07",0,1,1,0,3.99,3.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:13:51.472217,2026-09-13 19:49:17.305392,2026-09-13,2026-09-12,413,"Windows + macOS","$0.01-$4.99",1.60743590976343,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.60743590976343,-0.461715395641907,1.30672952876766
3851370,"Home for Friends: Beloved Pets Collector's Edition",2025-07-22,"2025-07",0,1,0,0,8.99,8.99,0,"USD",4,3,1,0.75,0,"4 user reviews",2026-09-12 17:13:59.669657,2026-09-13 19:49:19.335739,2026-09-13,2026-09-12,418,"Windows only","$5.00-$9.99",2.30158459266046,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.30158459266046,0.485172906221557,1.40304913196726
3851630,"ToneTrek",2025-10-26,"2025-10",0,1,0,0,4.99,4.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-12 17:14:05.94982,2026-09-13 19:49:21.482436,2026-09-13,2026-09-12,322,"Windows only","$0.01-$4.99",1.79009141212736,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,-0.446287249465014
3851640,"Striking Wine",2025-12-23,"2025-12",0,1,0,0,8.99,8.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 17:14:08.033453,2026-09-13 19:49:23.690384,2026-09-13,2026-09-12,264,"Windows only","$5.00-$9.99",2.30158459266046,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2.30158459266046,0.485172906221557,-1.56359464658034
3851650,"The Darkest Dusk ",2025-07-29,"2025-07",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:14:10.091567,2026-09-13 19:49:25.809507,2026-09-13,2026-09-12,411,"Windows only","Free",,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,1.26820168748782
3851750,"US Visual Novel",2025-10-23,"2025-10",0,1,0,0,9.99,9.99,0,"USD",1,1,0,1,0,"1 user reviews",2026-09-12 17:14:12.289541,2026-09-13 19:49:27.997808,2026-09-13,2026-09-12,325,"Windows only","$5.00-$9.99",2.39698576841553,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.39698576841553,0.615309661548216,-0.388495487545256
3852000,"RedLantern | 赤提灯",2025-09-29,"2025-09",0,1,0,0,4.99,4.99,0,"USD",9,6,3,0.666666666666667,0,"9 user reviews",2026-09-12 17:14:27.465164,2026-09-13 19:49:30.021237,2026-09-13,2026-09-12,349,"Windows only","$0.01-$4.99",1.79009141212736,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.79009141212736,-0.212555002889199,0.0738386078128119
3852180,"Hexateria",2025-10-14,"2025-10",0,1,0,0,14.99,14.99,0,"USD",2,2,0,1,0,"2 user reviews",2026-09-12 17:14:29.690275,2026-09-13 19:49:32.209228,2026-09-13,2026-09-12,334,"Windows only","$10.00-$19.99",2.77196352684586,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2.77196352684586,1.12681686694233,-0.21512020178598
3852230,"Path of the Bogatyr",2025-11-28,"2025-11",0,1,0,0,5.99,5.99,0,"USD",12,12,0,1,7,"Positive",2026-09-12 17:14:31.715293,2026-09-13 19:49:34.221455,2026-09-13,2026-09-12,289,"Windows only","$5.00-$9.99",1.94448055624572,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1.94448055624572,-0.00195275282042951,-1.08199663058236
3852520,"Spread The Love",2025-09-22,"2025-09",1,1,1,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 17:14:44.617779,2026-09-13 19:49:36.367642,2026-09-13,2026-09-12,356,"Windows + macOS","Free",,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,0,0.208686052292248
3852930,"Fishplay",2025-07-31,"2025-07",0,1,0,0,8.99,8.99,0,"USD",3,1,2,0.333333333333333,0,"3 user reviews",2026-09-12 17:14:57.370094,2026-09-13 19:49:38.478823,2026-09-13,2026-09-12,409,"Windows only","$5.00-$9.99",2.30158459266046,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2.30158459266046,0.485172906221557,1.22967384620798
